categoria,hasAnswer,hasAuthor,hasBanner,hasButton,hasBuy,hasCart,hasChat,hasComment,hasContent,hasControl,hasCountry,hasCustomer,hasDropdown,hasFilter,hasForm,hasForum,hasItemProp,hasMetaKeywords,hasNewsletter,hasOrder,hasPresentation,hasPrices,hasPrint,hasProduct,hasPurchase,hasRadio,hasRelNext,hasRelPrev,hasRelated,hasReply,hasReview,hasSale,hasSchemaOrg,hasShipping,hasSort,hasThread,hasUser,hasVotes,hasWishlist,hreflangCount,imgHasAlt,tag_a,tag_abbr,tag_article,tag_aside,tag_b,tag_button,tag_dd,tag_div,tag_dl,tag_em,tag_figcaption,tag_figure,tag_form,tag_h2,tag_h3,tag_h4,tag_h5,tag_h6,tag_hr,tag_i,tag_iframe,tag_img,tag_input,tag_label,tag_li,tag_ol,tag_p,tag_picture,tag_pre,tag_section,tag_select,tag_small,tag_span,tag_strong,tag_sup,tag_svg,tag_table,tag_tbody,tag_td,tag_th,tag_time,tag_tr,tag_ul,tag_video,word_count,word_count_no_boilerplate
E-commerce / Pagina di prodotto,0,0,0,162,0,1,10,3,171,3,1556,0,32,0,220,0,0,0,48,9,14,2,3,84,3,0,0,0,0,0,0,0,3,8,0,0,4,0,2,0,84,640,0,2,4,15,73,0,2368,0,0,0,0,20,6,1,0,0,0,0,11,3,92,146,64,1501,3,74,71,0,40,18,0,1740,6,0,16,1,1,36,6,0,9,107,0,31206,8779
E-commerce / Pagina di categoria,0,0,5,187,0,3,0,0,76,0,0,0,127,0,11,0,0,1,0,64,10,84,3,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,23,66,255,0,0,0,0,136,0,990,0,0,0,0,7,69,4,1,0,0,1,0,1,66,206,21,128,0,110,0,0,1,3,0,2041,2,0,493,0,0,0,0,0,0,15,0,16830,0
Contenuto editoriale,0,0,0,9,0,0,0,0,2,0,0,0,0,7,9,0,2,0,9,0,0,5,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,13,144,0,0,0,0,0,0,491,0,0,0,0,2,3,6,1,0,0,0,0,25,22,8,0,95,0,16,7,0,1,0,0,117,54,0,4,0,0,0,0,0,0,17,0,11814,7032
E-commerce / Pagina di categoria,0,0,1,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,128,550,0,72,0,0,119,0,1026,0,0,0,0,1,0,0,0,0,0,0,0,2,130,187,187,544,1,166,0,0,63,0,0,858,0,0,80,0,0,0,0,0,0,47,0,13815,0
Contenuto editoriale,0,2,0,11,0,0,0,1,16,0,0,0,0,0,1,0,15,1,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,88,0,14,0,0,2,0,106,0,2,0,0,2,13,0,0,0,0,0,0,3,23,8,0,37,0,1,14,0,4,0,0,27,4,0,0,0,0,0,0,2,0,9,0,6354,4598
Contenuto editoriale,0,0,0,17,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,17,63,0,1,2,0,3,0,151,0,0,2,2,1,3,4,3,2,0,0,17,4,19,5,3,34,0,13,0,0,5,0,0,19,24,0,0,0,0,0,0,0,0,6,3,4964,3219
Contenuto editoriale,0,1,2,1,0,0,0,2,4,5,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,6,68,0,1,1,0,1,0,51,0,4,0,0,2,0,2,0,0,0,0,7,5,8,9,0,52,0,15,0,0,2,0,0,30,5,0,0,0,0,0,0,1,0,17,0,3884,2652
E-commerce / Pagina di prodotto,0,0,2,22,0,9,0,0,30,28,0,23,0,0,22,0,0,1,0,0,0,40,0,219,0,0,0,0,0,0,0,0,1,17,0,0,1,0,0,32,31,223,0,22,4,0,9,0,171,0,17,2,18,3,5,6,5,0,0,0,0,3,35,11,5,222,2,28,0,1,8,0,0,47,0,0,10,0,0,0,0,0,0,38,0,4829,521
E-commerce / Pagina di prodotto,0,0,0,16,0,28,0,0,10,0,0,0,0,0,6,0,6,0,0,1,0,11,0,34,0,0,0,0,1,0,0,18,1,6,0,0,0,0,0,2,17,52,0,0,0,0,7,0,174,0,0,0,0,1,7,1,0,0,0,0,4,2,18,4,3,38,0,20,0,0,0,2,0,61,9,0,0,3,3,25,2,0,8,9,0,1076,0
Contenuto editoriale,0,3,0,5,0,0,0,17,20,0,0,0,0,0,24,0,7,1,1,0,0,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,65,160,0,41,0,0,3,0,211,0,6,0,53,3,17,46,1,0,0,0,1,3,66,13,4,40,0,139,0,0,1,0,1,11,15,0,6,0,0,0,0,1,0,11,0,6530,2791
Contenuto editoriale,0,3,1,7,0,0,0,0,4,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,4,0,0,0,30,179,0,7,1,0,1,0,85,0,17,0,0,2,4,1,6,0,0,3,7,1,32,9,0,107,0,23,0,0,0,0,5,45,10,0,7,0,0,0,0,0,0,22,0,6030,2751
E-commerce / Pagina di prodotto,0,0,18,110,2,10,0,0,24,2,55,1,0,0,12,0,3,1,0,0,0,17,0,91,0,0,0,0,0,0,0,12,2,2,1,0,18,0,0,14,38,526,0,0,0,0,28,0,331,0,0,0,0,6,2,10,0,0,0,0,168,10,39,73,4,573,0,30,0,0,0,0,0,157,7,0,0,0,0,0,0,0,0,81,2,11120,1869
E-commerce / Pagina di categoria,0,0,1,5,1,16,0,0,6,9,0,0,2,3,10,0,24,1,0,2,0,5,2,17,0,0,0,0,0,0,0,0,0,2,0,0,3,0,8,0,11,53,0,0,0,6,6,0,112,0,0,0,0,5,1,1,2,0,0,2,5,1,11,56,2,27,0,8,0,0,0,3,2,27,5,0,0,0,0,0,0,0,0,5,0,853,0
E-commerce / Pagina di categoria,0,0,1,4,0,8,0,0,5,4,0,0,0,118,8,0,15,1,0,4,0,4,1,395,0,0,0,0,0,0,0,24,48,0,6,0,4,0,2,7,128,484,0,0,0,0,5,0,533,1,0,0,0,2,51,0,1,0,9,2,64,4,135,6,2,438,3,73,0,0,5,3,0,225,4,0,3,1,1,5,0,0,1,65,0,9344,0
E-commerce / Pagina di prodotto,0,0,8,46,0,2,10,0,21,4,75,1,89,7,5,0,48,0,4,3,1,0,0,8,0,0,0,0,0,0,0,0,3,7,0,0,1,0,3,30,193,565,0,0,0,0,31,0,1769,0,0,0,0,1,4,0,0,1,0,0,59,3,194,9,4,345,1,2,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,43,0,11873,1192
E-commerce / Pagina di prodotto,0,0,0,11,0,29,0,0,5,2,0,0,3,0,12,0,8,1,2,0,0,18,0,88,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,42,142,0,0,0,0,9,2,289,1,5,0,0,5,14,4,0,0,0,0,15,2,52,8,4,83,0,13,0,0,0,2,0,116,8,0,0,1,1,22,2,0,12,28,0,2958,0
E-commerce / Pagina di prodotto,0,1,0,1,0,5,0,0,29,0,0,0,0,0,1,0,0,1,0,0,0,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,107,0,0,0,0,2,3,94,2,0,0,0,4,2,6,1,0,0,0,4,0,34,14,1,44,0,21,0,0,0,2,0,31,1,0,0,0,0,0,0,0,0,16,0,3596,0
E-commerce / Pagina di prodotto,0,0,2,21,0,14,1,0,14,3,4,2,2,0,8,0,9,1,4,1,0,8,0,100,0,0,0,0,0,0,1,6,2,3,0,0,0,0,10,5,18,186,0,0,0,0,8,0,365,0,0,0,0,3,0,22,0,1,2,0,0,3,36,6,3,164,1,20,0,0,0,5,0,63,0,0,0,0,0,0,0,0,0,38,2,5435,276
Contenuto editoriale,0,3,0,39,0,0,0,0,16,5,0,0,0,0,3,0,1,1,0,0,0,10,0,0,0,6,0,0,1,0,1,0,1,0,0,0,1,0,0,0,13,57,0,1,0,1,11,0,191,0,0,5,5,1,1,6,0,1,0,0,0,8,33,1,0,40,0,16,0,0,0,1,2,49,5,0,37,0,0,0,0,0,0,8,3,5374,2826
E-commerce / Pagina di categoria,0,0,6,106,0,1,6,0,15,3,0,0,4,37,22,0,11,0,23,0,0,53,0,266,0,0,0,0,0,0,0,0,41,0,14,0,1,0,169,10,44,354,0,0,0,0,9,20,316,20,0,0,0,4,1,4,4,0,0,1,0,2,47,11,2,218,0,9,12,0,0,2,0,308,0,0,94,2,2,24,0,0,10,22,0,7046,0
Contenuto editoriale,0,3,0,1,0,7,0,17,6,0,0,0,2,0,7,0,16,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,11,316,0,1,10,7,1,0,99,0,7,0,2,3,0,1,3,3,1,0,34,0,12,8,1,186,0,33,0,0,2,1,2,59,7,0,8,0,0,0,0,2,0,31,0,8993,3659
E-commerce / Pagina di prodotto,0,3,2,39,0,13,0,22,15,1,0,0,0,0,22,0,1,0,0,0,1,6,0,110,0,0,1,1,2,3,6,1,2,0,0,0,0,0,27,3,46,138,0,0,4,3,4,0,227,0,8,0,1,5,6,12,0,0,0,0,8,2,55,44,9,62,1,27,0,0,1,3,1,98,4,0,0,3,2,34,6,0,8,14,0,4167,886
E-commerce / Pagina di prodotto,0,0,3,6,0,16,0,20,36,0,0,0,0,0,13,0,36,0,4,32,0,30,0,94,0,75,0,0,0,0,84,29,0,0,0,0,10,0,4,20,46,574,0,0,0,0,10,0,557,0,0,0,0,4,6,0,0,0,0,0,10,3,46,101,56,512,1,53,0,0,0,0,0,1122,0,0,0,2,2,30,2,0,16,67,0,10093,381
E-commerce / Pagina di categoria,0,0,0,1,21,2,0,0,34,0,2,0,6,58,0,0,91,0,0,3,12,12,0,133,0,0,0,0,0,0,0,0,0,0,6,0,23,0,0,14,51,98,0,0,0,6,6,0,297,0,0,0,0,4,0,0,0,0,0,4,0,3,51,18,15,118,0,24,0,0,1,6,0,160,8,0,13,0,0,0,0,0,0,51,0,4380,0
E-commerce / Pagina di categoria,0,0,1,8,168,104,0,0,21,0,0,7,3,61,28,0,0,0,19,4,0,3,1,267,0,0,0,0,0,0,0,22,0,0,6,0,0,0,0,6,103,489,0,0,0,0,3,0,536,0,0,0,0,30,25,0,0,0,0,0,0,4,105,153,0,188,0,68,0,0,0,3,0,144,0,0,0,0,0,0,0,0,0,25,0,5393,0
E-commerce / Pagina di categoria,0,0,0,5,0,13,0,0,5,0,0,0,4,0,4,0,1,0,0,4,5,2,0,70,0,15,0,0,0,0,1,0,1,1,1,0,0,0,6,0,17,108,0,0,0,0,1,0,112,0,0,0,0,5,3,3,8,0,0,1,14,0,17,8,5,138,0,5,0,0,0,1,0,44,1,0,5,0,0,0,0,0,0,22,0,5850,946
E-commerce / Pagina di categoria,0,0,6,65,0,0,0,0,13,4,11,0,1,60,10,0,0,1,12,1,3,48,0,180,0,0,0,0,0,0,0,0,3,0,10,0,0,0,64,0,51,344,0,0,0,1,27,0,469,0,0,2,2,3,0,10,10,2,3,0,3,4,51,8,1,197,0,22,20,3,1,12,0,240,0,0,0,0,0,0,0,0,0,48,0,6979,1276
E-commerce / Pagina di categoria,0,0,58,16,0,7,1,0,17,0,36,2,0,1,12,0,1056,1,18,0,0,6,0,493,0,6,0,0,0,0,0,82,0,0,22,0,7,0,2,10,103,487,0,0,0,0,16,0,726,0,0,0,0,8,0,6,0,3,0,0,55,7,106,3,1,383,1,2,80,0,0,5,0,247,34,0,0,0,0,0,0,0,0,50,0,7789,0
Contenuto editoriale,0,0,1,0,0,0,0,0,22,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,6,238,0,22,2,2,0,0,248,0,0,0,13,1,22,8,0,0,0,1,22,12,22,4,0,191,0,6,0,0,12,0,0,22,0,0,1,0,0,0,0,1,0,28,0,5370,1462
E-commerce / Pagina di prodotto,0,0,72,28,0,7,1,0,40,1,4,3,0,1,13,0,6,1,2,7,0,35,0,2,1,8,0,0,0,0,0,11,0,4,1,0,14,0,0,31,53,309,0,0,0,10,6,0,721,0,0,0,0,5,1,1,4,0,0,4,0,2,56,21,4,89,0,4,0,0,4,0,0,243,0,0,19,0,0,0,0,0,0,17,0,7525,1011
E-commerce / Pagina di prodotto,0,1,1,7,0,0,0,0,10,0,2,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,1,0,0,34,0,0,0,0,1,0,78,0,0,0,0,8,0,0,0,0,0,0,0,1,2,20,0,13,0,2,0,0,1,0,0,64,0,0,0,0,0,0,0,0,0,3,0,1624,0
E-commerce / Pagina di prodotto,0,0,10,18,0,19,0,0,24,0,55,8,2,0,20,0,104,0,33,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,34,18,223,0,0,0,4,12,0,268,0,0,0,0,5,4,4,2,0,0,0,62,2,20,16,7,167,0,10,0,0,0,2,0,71,1,0,0,0,0,0,0,0,0,40,0,4594,0
E-commerce / Pagina di categoria,0,1,10,43,0,0,2,0,9,1,0,0,0,3,22,0,0,0,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,146,537,0,0,3,0,39,0,829,0,0,0,0,35,32,26,4,4,0,4,0,6,147,246,55,50,0,12,0,0,0,0,0,499,3,0,0,0,0,0,0,0,0,4,0,8626,0
Contenuto editoriale,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,54,0,1,0,0,1,0,71,0,8,0,0,1,0,4,0,0,0,0,3,0,17,4,0,29,0,30,0,0,2,0,0,2,19,0,0,0,0,0,0,1,0,20,0,5159,4245
E-commerce / Pagina di prodotto,0,0,2,20,0,9,0,0,27,9,0,24,0,0,22,0,0,1,0,0,0,22,0,209,0,0,0,0,0,0,0,0,1,17,0,0,1,0,0,34,31,131,0,19,4,0,9,0,174,0,12,2,13,3,6,6,5,0,0,0,0,3,35,11,5,107,2,41,0,1,9,0,0,29,0,0,10,1,1,15,3,0,6,18,0,3506,508
E-commerce / Pagina di categoria,0,1,28,4,0,9,0,0,5,7,0,0,0,3,7,0,9,0,16,0,1,542,0,5236,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,557,1827,0,0,0,0,1,0,3306,0,0,0,0,1,9,4,0,0,0,0,37,1,571,6,4,1268,0,4,0,0,3,0,0,1226,1,0,2,0,0,0,0,0,0,133,13,25115,0
Contenuto editoriale,0,1,1,20,0,1,2,0,7,0,3,0,0,1,7,0,0,1,2,0,0,10,0,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,389,0,0,0,0,21,0,204,0,0,0,0,3,0,1,4,0,0,0,1,2,3,15,9,373,0,17,0,0,2,0,0,22,0,0,0,0,0,0,0,1,0,64,0,9868,968
E-commerce / Pagina di prodotto,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,71,0,0,0,1,0,0,88,0,0,0,0,2,4,1,0,0,0,0,0,0,17,7,1,43,0,0,0,0,0,1,0,23,1,0,0,4,4,4,0,0,4,3,0,1503,0
Contenuto editoriale,0,2,26,3,0,0,0,1,5,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,152,0,0,0,4,0,0,111,0,0,0,0,0,4,4,0,0,0,0,1,6,20,0,0,103,0,5,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,15,0,3069,897
Contenuto editoriale,0,0,2,10,0,0,0,0,10,0,2,0,0,0,7,0,0,0,0,0,1,12,10,0,0,39,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,517,6,0,0,20,4,0,140,0,0,0,0,3,6,12,0,0,0,0,17,0,7,31,17,417,1,6,0,0,0,0,0,127,0,20,12,8,8,32,31,0,33,77,0,11973,0
E-commerce / Pagina di prodotto,0,0,1,12,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,7,35,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31,96,0,0,1,0,25,0,165,0,4,0,0,3,7,2,0,0,3,0,0,1,32,5,0,63,0,14,0,0,5,4,0,61,8,0,41,1,1,20,0,0,5,16,0,2290,0
E-commerce / Pagina di prodotto,0,1,0,8,0,5,0,0,1,0,0,0,0,0,8,0,10,0,0,0,0,8,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,72,0,0,0,0,0,0,79,0,0,0,0,6,1,3,0,0,2,3,0,8,23,13,9,44,0,20,0,0,0,9,0,91,1,0,0,0,0,0,0,0,0,12,0,2959,0
E-commerce / Pagina di categoria,0,1,0,9,0,1,0,0,15,0,0,0,4,8,2,0,0,0,0,2,0,34,0,148,0,0,0,0,15,0,0,10,0,0,8,0,3,0,24,22,156,593,0,3,1,1,17,65,640,22,0,0,0,1,0,30,0,1,0,0,0,3,177,3,7,315,8,414,0,0,0,0,0,343,73,0,0,8,8,34,18,0,26,65,0,88930,0
Contenuto editoriale,0,4,0,5,0,0,0,0,14,0,0,0,4,0,7,0,22,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,156,0,2,0,0,6,0,217,0,1,0,0,1,0,2,2,1,0,0,7,11,8,1,1,114,0,6,0,0,1,0,0,67,4,0,2,0,0,0,0,0,0,24,0,5015,2693
Contenuto editoriale,0,0,1,8,0,0,0,7,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,1,0,0,0,8,0,0,0,38,116,0,7,0,3,0,0,269,0,0,0,0,4,3,7,1,0,0,0,0,27,60,27,6,32,0,1,0,0,11,1,0,42,12,0,0,4,3,23,0,0,3,13,0,5883,1608
Contenuto editoriale,0,1,5,20,0,22,0,4,29,9,1,0,4,0,14,0,33,1,1,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,6,0,3,1,11,117,0,0,1,0,11,0,326,0,0,0,0,3,4,8,1,3,1,4,42,2,15,9,2,93,1,30,0,0,4,0,0,62,24,0,0,1,1,24,0,1,8,14,0,7587,4784
Contenuto editoriale,0,0,0,15,0,0,0,0,97,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,94,0,0,0,2,0,0,0,3,0,0,9,53,139,0,0,0,20,2,0,327,0,0,0,0,1,3,10,0,0,0,0,0,4,71,2,6,89,6,23,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,25,6,9205,0
Contenuto editoriale,0,10,1,3,0,0,0,49,4,0,0,0,0,0,12,0,0,1,0,0,0,1,0,0,0,0,1,1,0,5,0,0,0,0,0,2,0,0,0,0,27,47,0,1,0,0,0,0,95,0,0,0,0,2,1,2,1,0,0,0,14,3,27,9,0,20,0,35,0,0,0,0,1,16,11,0,0,0,0,0,0,1,0,4,0,6682,5736
Contenuto editoriale,0,0,0,1,0,0,0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49,0,0,0,0,1,0,28,0,0,0,0,3,0,4,2,6,0,0,0,15,18,10,7,36,1,6,0,0,0,0,0,12,48,0,0,0,0,0,0,0,0,4,0,7117,6251
Contenuto editoriale,0,2,2,10,0,0,0,0,22,1,0,0,0,0,7,0,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,28,162,0,8,8,8,0,0,275,0,7,5,18,2,18,6,0,0,0,0,0,19,34,4,0,76,0,40,0,0,1,0,2,82,72,0,1,0,0,0,0,2,0,12,0,22411,17748
Contenuto editoriale,0,1,10,33,0,0,0,0,23,0,2,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,17,127,0,0,0,0,3,0,122,0,0,0,0,1,1,6,0,0,0,8,2,1,19,1,1,74,0,8,0,0,0,0,1,43,0,0,4,0,0,0,0,1,0,15,0,6216,4390
Contenuto editoriale,0,12,3,11,0,0,0,30,3,0,0,0,0,0,17,0,16,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,108,190,0,0,0,0,1,0,229,0,1,0,0,2,2,19,17,0,0,0,37,22,109,9,0,163,0,45,0,0,0,0,1,57,29,0,0,0,0,0,0,8,0,22,5,8238,4090
Contenuto editoriale,0,3,0,37,0,0,0,0,13,5,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,1,0,0,0,1,0,0,0,12,55,0,1,0,1,9,0,190,0,0,4,4,1,1,5,0,1,0,0,0,8,30,1,0,38,0,18,0,0,0,1,2,38,7,0,37,0,0,0,0,0,0,8,3,5756,3442
Contenuto editoriale,0,3,0,40,0,0,0,0,12,5,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,8,49,0,1,0,1,12,0,183,0,1,0,0,1,1,1,0,1,0,0,0,6,28,1,0,41,0,13,0,0,0,1,2,41,7,0,36,0,0,0,0,0,0,8,3,3555,1077
Contenuto editoriale,0,12,2,6,0,0,0,7,101,0,1,0,164,0,3,0,0,0,26,33,2,3,0,0,0,0,0,0,17,0,0,0,1,0,0,0,28,0,0,0,32,412,0,1,1,1,2,0,829,0,0,0,0,2,17,3,0,0,0,0,7,8,35,11,10,146,0,5,0,0,3,0,0,321,7,0,0,0,0,0,0,0,0,20,0,11090,723
Contenuto editoriale,0,9,1,2,0,0,0,76,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,15,1,0,0,0,0,6,0,0,0,3,20,80,0,7,8,12,2,0,85,0,8,0,8,2,3,7,3,0,0,0,25,6,27,11,5,33,1,56,0,0,0,0,1,38,14,0,0,0,0,0,0,6,0,7,0,5341,1625
Contenuto editoriale,0,1,2,29,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,5,53,0,1,2,0,1,0,129,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,1,25,1,9,0,0,2,1,0,15,6,0,0,0,0,0,0,1,0,4,0,2389,0
Contenuto editoriale,0,1,3,339,0,0,0,1006,27,0,0,0,0,0,8,0,0,1,0,10,38,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,25,0,0,0,43,125,0,6,0,0,18,0,963,0,1,0,0,1,1,10,7,0,0,0,15,15,46,3,1,227,0,21,11,0,4,0,0,117,10,0,46,12,12,42,0,0,12,42,0,7467,2835
Contenuto editoriale,0,0,3,147,0,0,1,0,33,0,0,0,29,0,29,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,532,0,30,28,0,5,0,210,0,0,0,0,1,32,2,0,0,0,0,3,16,62,4,1,198,0,13,0,0,16,0,1,368,13,0,114,0,0,0,0,0,0,53,0,8295,2660
Contenuto editoriale,0,0,0,5,0,0,0,1,3,0,0,0,3,0,2,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,17,120,0,0,0,0,1,0,128,0,0,0,0,3,1,4,0,0,0,0,0,5,30,5,0,96,0,13,0,0,0,0,0,20,22,0,0,0,0,0,0,0,0,18,0,5528,3484
Contenuto editoriale,0,1,4,8,0,0,0,11,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,16,128,0,1,5,0,0,0,77,0,1,0,0,2,0,2,0,0,0,0,0,13,16,4,1,21,0,25,0,0,0,0,1,101,16,0,1,0,0,0,0,1,0,5,0,3976,2299
Contenuto editoriale,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,92,1044,0,0,0,0,72,0,1642,0,1,0,0,1,0,94,0,0,0,1,0,9,93,1,1,9,0,54,0,0,0,0,0,85,0,0,140,0,0,0,0,0,0,2,0,21771,456
Contenuto editoriale,0,0,6,2,0,9,0,0,11,1,1,0,31,0,0,0,18,0,0,0,0,5,0,44,0,0,0,0,0,0,1,0,0,5,0,0,4,0,0,0,34,136,0,5,1,1,1,0,188,0,13,0,0,1,5,17,1,0,0,0,48,1,36,2,0,107,1,49,0,0,3,0,0,61,31,0,0,0,0,0,0,0,0,21,0,11026,7097
Contenuto editoriale,0,8,3,8,0,0,0,4,6,0,0,0,4,0,3,0,9,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,26,55,0,1,0,2,1,0,143,0,1,0,0,1,3,0,0,0,0,0,2,0,31,5,9,27,0,16,0,0,0,0,0,7,17,0,0,5,5,1281,20,0,261,3,0,41876,4845
Contenuto editoriale,0,1,10,56,0,0,0,0,23,0,2,0,0,0,7,0,2,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,23,156,0,0,0,0,3,0,202,0,0,0,0,1,2,0,0,0,0,8,2,1,25,1,1,102,0,9,6,0,0,0,1,76,3,0,4,0,0,0,0,1,0,19,0,6396,4130
Contenuto editoriale,0,0,0,1,0,2,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,300,0,60,0,0,6,0,788,0,1,0,0,5,12,47,0,0,0,13,0,4,29,9,6,73,8,202,23,0,39,0,0,360,39,0,161,0,0,0,0,0,0,11,0,37234,25888
Contenuto editoriale,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,71,147,0,69,1,0,1,0,339,0,0,0,68,0,2,0,0,0,0,0,11,3,73,1,0,122,0,10,0,0,4,0,0,197,10,0,0,0,0,0,0,0,0,19,0,17213,1887
Contenuto editoriale,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,46,281,0,0,0,0,0,0,394,0,0,1,1,1,41,0,0,0,0,0,26,4,88,2,0,227,0,83,0,0,4,0,0,56,0,0,0,0,0,0,0,0,0,34,0,7968,0
Contenuto editoriale,0,0,0,7,0,2,0,0,22,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,108,0,4,0,0,4,0,123,0,0,8,11,2,14,1,0,3,0,0,3,1,31,3,1,110,0,40,0,0,16,1,0,32,0,0,0,0,0,0,0,0,0,22,0,6283,4330
Contenuto editoriale,0,15,2,7,0,0,0,3,32,1,0,0,15,0,16,0,0,1,0,20,0,3,0,0,0,0,1,0,10,0,0,0,2,0,0,0,14,0,0,0,28,157,0,1,13,5,3,0,431,0,1,0,0,1,14,6,2,0,0,12,0,27,46,1,0,23,0,34,0,0,0,0,0,162,11,0,0,0,0,0,0,0,0,7,0,7677,3489
Contenuto editoriale,0,0,4,17,0,0,0,0,365,0,0,0,0,0,1,0,12,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,397,0,0,0,0,16,0,2043,0,11,0,0,366,4,0,0,0,0,0,0,10,4,366,366,19,0,32,2,0,2,0,0,384,23,0,17,0,0,0,0,4,0,2,0,31809,8134
