categoria,hasAnswer,hasAuthor,hasBanner,hasButton,hasBuy,hasCart,hasChat,hasComment,hasContent,hasControl,hasCountry,hasCustomer,hasDropdown,hasFilter,hasForm,hasForum,hasItemProp,hasMetaKeywords,hasNewsletter,hasOrder,hasPresentation,hasPrices,hasPrint,hasProduct,hasPurchase,hasRadio,hasRelNext,hasRelPrev,hasRelated,hasReply,hasReview,hasSale,hasSchemaOrg,hasShipping,hasSort,hasThread,hasUser,hasVotes,hasWishlist,hreflangCount,imgHasAlt,tag_a,tag_abbr,tag_article,tag_aside,tag_b,tag_button,tag_dd,tag_div,tag_dl,tag_em,tag_figcaption,tag_figure,tag_form,tag_h2,tag_h3,tag_h4,tag_h5,tag_h6,tag_hr,tag_i,tag_iframe,tag_img,tag_input,tag_label,tag_li,tag_ol,tag_p,tag_picture,tag_pre,tag_section,tag_select,tag_small,tag_span,tag_strong,tag_sup,tag_svg,tag_table,tag_tbody,tag_td,tag_th,tag_time,tag_tr,tag_ul,tag_video,word_count,word_count_no_boilerplate
Contenuto editoriale,0,4,10,6,0,0,0,0,13,0,0,0,5,0,6,0,0,0,25,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,98,0,5,1,0,4,0,155,0,4,0,0,3,16,18,0,0,0,2,0,2,23,15,18,60,0,49,10,0,2,5,0,32,36,0,16,0,0,0,0,0,0,19,0,9569,6663
Discussione,0,66,1,1,0,0,0,44,55,22,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,71,336,0,22,22,46,7,0,365,0,0,0,0,5,4,44,25,44,0,23,191,5,73,33,2,435,0,98,0,0,0,0,0,419,23,0,0,0,0,0,0,23,0,115,0,13651,3570
Contenuto editoriale,0,6,21,47,0,0,0,2,19,0,0,0,4,0,10,2,18,0,0,41,1,4,0,0,0,0,0,0,22,0,9,0,0,0,0,2,23,0,0,0,78,390,0,1,7,0,3,0,859,0,7,0,0,3,3,61,7,0,0,0,114,13,85,24,8,124,0,27,0,0,0,0,0,236,24,0,5,0,0,0,0,12,0,26,0,13290,4218
Discussione,1,8,2,34,0,0,0,0,31,3,0,0,56,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,25,0,0,0,17,157,0,0,0,0,2,23,181,8,0,0,0,4,1,11,0,0,0,9,6,0,21,12,6,63,0,14,0,0,0,3,0,37,38,0,0,0,0,0,0,0,0,27,0,7359,3491
Discussione,0,11,0,88,0,0,0,161,65,24,0,0,44,22,9,1,46,0,0,2,2,0,0,0,0,11,0,0,0,10,66,0,0,0,0,14,155,0,0,0,41,117,0,0,0,18,28,0,597,0,0,0,0,4,11,0,0,0,0,22,0,7,52,34,93,139,0,0,0,0,0,0,0,158,14,0,11,0,0,0,0,11,0,92,0,5386,1771
Discussione,0,10,4,14,0,0,0,0,12,0,0,0,30,0,38,5,128,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,5,0,0,0,23,183,0,0,0,0,5,36,248,10,11,0,0,5,1,17,0,1,0,0,1,1,23,13,4,93,1,18,0,0,1,4,1,82,43,0,0,0,0,0,0,0,0,21,0,7660,2903
Discussione,0,207,0,1,0,0,0,42,60,0,0,0,0,0,22,166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,49,173,0,0,0,1,0,0,514,0,12,0,0,3,0,9,0,0,0,0,0,2,50,12,3,69,0,128,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,30,0,17055,9462
Contenuto editoriale,0,2,8,7,0,0,0,14,6,13,0,0,0,0,16,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,40,217,0,10,1,2,0,0,125,0,0,0,10,4,9,12,20,5,0,2,50,4,42,10,2,173,1,35,0,0,1,5,0,31,21,0,1,2,2,10,0,0,4,28,0,12193,8410
Contenuto editoriale,0,1,31,2,0,0,0,16,17,1,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,17,633,0,46,1,2,4,0,340,0,0,0,0,4,1,0,0,5,129,0,0,1,22,6,0,399,0,13,0,0,0,0,2,289,0,0,0,0,0,0,0,0,0,47,0,14829,2260
Discussione,1,8,0,9,0,0,0,0,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,4,0,0,0,32,80,0,0,0,0,0,35,82,8,0,0,0,5,3,9,0,0,0,9,0,0,32,15,7,14,0,9,0,0,0,4,0,13,39,0,0,0,0,0,0,0,0,7,0,8063,4975
Discussione,0,0,0,9,0,0,0,8,52,36,0,0,0,0,5,12,7,1,0,0,0,0,0,0,0,0,2,0,0,10,0,0,1,0,0,12,73,0,0,0,98,238,0,0,0,27,1,48,253,10,0,0,0,6,10,0,2,5,2,22,14,7,98,24,4,149,13,4,0,0,0,2,0,101,23,0,1,3,3,7,0,0,3,31,0,11465,2728
Discussione,0,10,4,14,0,0,0,0,12,0,0,0,30,0,38,5,128,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,25,174,0,0,0,0,5,30,247,10,11,0,0,5,1,17,0,1,0,0,1,1,25,11,4,93,1,18,0,0,1,4,1,76,37,0,0,0,0,0,0,0,0,21,0,11534,7387
Discussione,0,24,0,0,0,0,0,16,22,8,0,0,15,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,5,0,0,0,1,0,0,0,37,197,0,8,8,0,4,0,148,0,2,0,0,5,5,16,15,16,0,9,80,0,37,25,10,202,0,81,0,0,0,0,0,116,9,0,0,0,0,0,0,10,0,69,0,12858,8765
Discussione,0,0,0,15,0,0,0,0,4,24,0,0,8,0,30,2,47,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,36,0,0,0,17,204,0,0,0,3,8,0,383,0,10,0,0,10,1,12,0,0,0,1,20,9,17,62,10,167,2,18,0,0,0,3,5,244,6,0,11,3,3,7,0,0,4,58,0,5669,1556
Discussione,0,1,0,51,0,0,0,0,21,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,216,242,0,0,0,0,1,0,737,0,0,0,0,1,0,0,40,20,0,0,0,32,320,2,1,96,2,11,0,0,0,1,0,114,24,0,0,0,0,0,0,0,0,62,0,7909,2250
Discussione,0,30,0,0,0,0,0,20,26,10,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,10,2,2,0,1,0,0,5,0,0,0,2,0,0,0,66,427,0,10,10,0,6,0,394,0,2,0,0,9,5,24,15,20,0,11,204,10,66,31,10,354,0,87,0,0,1,0,0,243,24,0,2,0,0,0,0,46,0,84,0,10843,1310
Discussione,0,30,0,0,0,0,0,20,25,10,0,0,5,0,0,6,21,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,4,0,0,0,1,0,0,0,44,216,0,10,10,0,8,0,216,0,2,0,0,11,3,20,12,20,0,11,142,0,45,29,9,293,0,18,0,0,0,0,0,204,55,0,0,0,0,0,0,12,0,77,0,6424,2363
Discussione,0,0,2,3,0,0,2,0,28,35,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,9,75,0,0,0,54,117,0,0,0,10,0,43,273,10,0,0,0,6,0,11,1,0,3,22,3,10,55,28,4,74,2,2,0,0,0,1,0,100,23,0,0,1,1,2,0,0,1,18,0,6159,1428
Discussione,0,9,0,4,0,0,0,6,17,3,0,0,4,0,0,6,0,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,5,0,0,0,1,0,0,0,15,158,0,3,3,0,9,0,141,0,2,0,0,7,2,6,10,6,0,4,87,0,16,23,10,198,0,17,0,0,0,0,0,142,5,0,0,0,0,0,0,5,0,51,0,3199,0
Discussione,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,13,0,0,0,0,0,0,30,0,0,0,0,1,2,1,0,0,0,0,0,0,0,4,2,7,1,15,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,1,0,1730,1065
Discussione,0,69,0,0,0,0,0,46,51,23,0,0,7,0,0,6,0,0,0,0,0,1,0,0,0,10,0,0,0,1,0,0,5,0,0,0,1,0,0,0,99,382,0,23,23,0,7,0,416,0,2,0,0,5,4,46,26,46,0,24,265,6,99,40,10,434,0,132,0,0,0,0,0,335,25,0,0,0,0,0,0,25,0,119,0,16846,8839
Discussione,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,55,132,0,0,0,69,0,0,86,0,0,0,0,3,0,0,0,0,0,9,40,0,55,5,0,0,0,0,0,0,0,1,0,26,0,0,0,49,49,132,0,0,77,0,0,3479,706
Discussione,0,1,0,20,0,0,0,0,2,0,0,0,0,0,1,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,54,0,0,0,0,1,0,87,0,0,0,0,2,0,1,3,3,0,3,0,0,26,5,1,42,0,1,0,0,0,1,0,43,7,0,0,2,2,10,0,0,4,12,0,1874,0
Discussione,0,0,0,27,0,0,0,19,16,3,0,0,29,0,5,2,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,164,230,0,0,0,0,1,0,422,0,1,0,0,3,0,2,14,13,0,13,64,0,203,9,1,98,2,2,0,0,0,2,0,64,29,0,0,0,0,0,0,0,0,45,0,7333,1332
Discussione,0,18,0,7,0,0,0,12,20,6,0,0,5,0,0,6,13,0,0,0,0,4,0,0,0,10,0,0,0,1,0,0,5,0,0,0,3,0,0,0,27,208,0,6,6,23,8,0,174,0,2,0,0,8,4,13,9,12,0,8,143,0,27,23,10,216,0,30,0,0,0,0,0,156,6,0,0,0,0,0,0,7,0,54,0,5574,1931
Discussione,0,40,0,2,0,0,1,0,34,22,0,0,0,0,2,1,131,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,126,157,20,0,0,0,0,0,206,0,9,0,0,2,0,23,1,0,0,21,0,4,197,22,4,186,2,103,0,0,0,0,0,153,7,0,0,0,0,0,0,0,0,96,0,17933,7770
Discussione,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,78,0,0,0,0,0,0,124,0,2,0,0,2,0,1,6,6,0,6,0,0,70,4,1,63,0,2,0,0,0,1,0,46,12,0,0,0,0,0,0,0,0,20,0,3805,2149
Discussione,0,32,0,2,0,0,0,0,40,11,0,0,38,0,77,1,54,1,0,3,0,0,0,0,0,4,0,0,186,0,0,0,0,0,0,0,21,0,0,0,85,171,9,0,0,0,0,0,279,0,0,0,0,3,32,10,1,0,0,10,0,6,110,21,7,164,2,34,0,0,0,0,0,394,6,0,16,0,0,0,0,0,0,46,0,9036,2183
Discussione,0,0,1,33,0,6,0,0,4,0,0,0,7,0,4,4,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,97,174,0,0,0,0,6,0,270,0,5,0,0,4,0,1,15,14,0,14,2,1,98,17,6,148,5,17,0,3,4,1,0,86,0,0,2,0,0,0,0,0,0,28,0,15437,6476
Discussione,0,0,2,5,0,0,0,21,1,23,0,0,0,0,1,3,49,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,84,0,0,0,32,241,0,20,4,2,0,110,438,110,20,0,0,4,0,25,0,0,0,0,114,17,56,27,15,83,2,2,0,0,0,0,0,269,2,0,0,0,0,0,0,0,0,28,0,8521,0
Discussione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,46,0,0,0,24,0,0,4,0,0,0,0,3,0,0,0,0,0,1,0,4,41,5,0,0,0,2,0,0,0,1,0,2,0,0,0,16,16,38,0,0,27,0,0,3886,3048
Discussione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,70,0,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0,0,87,4,0,0,0,30,0,0,0,1,52,0,0,0,0,12,12,54,0,0,29,0,0,4628,3923
Discussione,1,37,0,4,0,0,0,0,17,0,0,0,2,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,8,0,0,0,9,46,0,0,0,0,1,0,156,0,0,0,0,2,0,0,0,0,0,8,2,0,25,2,0,29,0,36,0,0,0,0,0,38,0,0,29,0,0,0,0,0,0,8,0,6089,3703
Discussione,0,1,0,19,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,81,0,0,0,0,0,0,95,0,0,0,0,3,0,3,3,2,0,2,17,6,17,12,5,42,0,4,0,0,0,1,0,44,8,0,0,1,1,2,0,0,1,12,0,5315,2346
Discussione,0,45,1,0,0,0,0,30,35,15,0,0,7,0,0,0,1,0,0,0,0,7,0,0,0,0,2,2,0,1,0,0,5,0,0,0,1,0,0,0,47,347,0,15,15,0,4,0,354,0,0,0,0,7,4,32,18,30,0,19,185,7,48,32,2,326,0,131,0,0,0,0,0,267,20,0,0,0,0,0,0,25,0,99,0,15357,8821
Discussione,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,197,0,0,0,36,0,0,3,0,0,0,0,4,0,0,0,0,0,24,1,0,276,7,0,0,0,44,0,0,0,3,80,42,0,0,0,41,41,155,0,0,112,0,0,8104,1476
Discussione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,26,5,0,0,0,2,0,0,0,1,2,2,0,0,0,14,14,33,0,0,21,0,0,1992,1568
Discussione,0,1,0,18,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,139,0,0,0,4,0,0,243,0,2,0,0,3,0,1,12,12,0,12,0,4,225,10,1,147,0,2,0,0,0,2,0,74,18,0,0,0,0,0,0,0,0,41,0,7682,2438
Discussione,0,90,0,0,0,0,0,60,65,30,0,0,9,0,0,6,1,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,5,0,0,0,1,0,0,0,87,582,0,30,30,1,4,0,537,0,2,0,0,5,1,63,35,60,0,31,317,2,87,50,10,603,0,68,0,0,0,0,0,388,31,0,0,0,0,0,0,32,0,156,0,15144,2286
Discussione,0,1,1,25,0,0,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,215,164,0,0,0,1,1,0,290,0,0,0,0,3,1,1,15,15,0,16,0,7,218,9,1,140,0,3,0,0,0,3,0,88,19,0,1,2,2,10,0,0,4,36,0,6788,595
Discussione,0,20,0,67,0,0,1,0,71,21,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,229,0,0,39,0,45,0,575,0,0,0,0,1,0,0,0,0,0,0,27,0,69,1,0,0,0,0,0,0,2,1,0,194,2,0,70,0,0,0,0,0,0,0,0,8320,1367
Discussione,0,60,0,1,0,0,0,45,50,20,0,0,0,0,1,6,60,1,0,60,1,4,0,0,0,10,2,2,0,1,0,0,5,0,0,0,2,0,0,0,65,323,0,20,20,0,29,0,539,0,2,0,0,11,3,41,24,40,0,117,215,5,77,51,9,313,0,137,0,0,3,0,0,507,76,0,0,0,0,0,0,26,0,127,0,17115,7804
Discussione,0,0,0,2,0,0,0,158,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,2,0,0,0,0,232,0,0,0,0,488,0,1913,0,4,0,0,2,1,0,0,0,0,1,450,4,4,1,1,4,0,168,0,0,0,0,0,405,13,0,24,0,0,0,0,0,0,1,0,22439,9474
Contenuto editoriale,0,5,1,5,0,0,0,42,6,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,1,1,0,0,2,59,111,0,3,0,0,0,0,115,0,2,0,0,3,0,3,6,3,0,0,8,0,60,11,7,45,1,78,0,0,1,2,1,72,24,0,0,0,0,0,0,0,0,10,0,4790,2294
Contenuto editoriale,0,23,3,2,0,0,0,96,2,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,2,0,0,4,4,0,0,2,47,96,0,1,1,0,4,0,117,0,1,0,0,4,12,0,15,0,8,0,36,1,47,24,2,40,5,83,0,0,0,0,1,147,43,0,0,0,0,0,0,0,0,5,0,5830,478
Contenuto editoriale,0,1,5,5,0,1,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,5,0,3,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,14,221,0,0,0,11,1,0,165,0,1,0,0,2,1,3,0,0,0,0,19,13,20,4,0,178,0,22,0,0,2,0,0,40,9,0,0,0,0,0,0,0,0,33,0,6153,2605
Contenuto editoriale,0,1,5,1,0,1,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,21,0,101,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,53,337,0,0,0,11,0,0,476,0,56,0,0,2,25,3,0,0,0,0,60,31,65,4,0,214,0,67,0,0,2,0,0,129,84,0,1,0,0,0,0,0,0,54,3,25204,18045
Contenuto editoriale,0,1,9,4,0,0,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,44,0,3,0,0,1,0,167,0,3,0,0,4,6,2,0,0,0,0,16,5,6,8,0,25,1,23,0,0,10,0,1,34,6,0,0,0,0,0,0,0,0,5,0,4151,3500
E-commerce / Pagina di prodotto,0,2,1,23,0,5,3,2,16,0,0,0,1,0,3,0,16,1,0,4,2,10,1,50,1,0,0,0,0,0,6,0,0,2,1,0,0,0,0,0,67,232,0,0,0,10,4,0,231,0,1,0,0,2,20,1,0,0,0,2,3,8,68,16,1,222,0,2,0,0,0,1,0,126,13,0,1,10,10,74,2,0,29,23,0,9362,4015
E-commerce / Pagina di prodotto,0,1,2,14,0,6,0,0,1,0,0,0,51,0,6,0,10,1,0,0,0,15,0,22,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,19,749,0,0,2,1,0,0,149,0,0,0,0,4,1,20,0,0,0,4,34,4,20,15,1,698,0,35,0,0,6,2,0,95,1,0,0,0,0,0,0,0,0,69,0,17446,209
E-commerce / Pagina di prodotto,0,1,2,12,0,6,0,0,11,0,0,0,2,0,1,0,12,1,0,0,4,10,0,40,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,280,0,0,4,3,7,0,111,0,0,0,1,4,3,9,4,0,0,2,7,2,8,14,3,267,0,10,0,0,0,2,0,54,5,0,0,0,0,0,0,0,0,40,0,6798,771
E-commerce / Pagina di prodotto,0,0,1,37,1,50,0,8,13,7,0,3,0,0,19,0,19,0,3,3,0,16,21,116,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,21,665,0,0,0,2,9,0,188,0,0,0,0,4,3,4,7,15,0,0,15,8,21,17,9,595,0,34,0,0,8,1,0,105,20,6,0,1,1,2,0,0,1,100,0,13896,0
E-commerce / Pagina di prodotto,0,0,0,10,0,14,0,0,9,4,0,0,0,0,8,0,9,1,0,1,0,1,0,13,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,83,3,0,0,0,2,0,137,0,0,0,0,3,0,0,9,0,0,0,9,0,13,20,7,72,1,3,0,0,1,0,1,11,4,0,0,0,0,0,0,0,0,20,0,2614,1057
E-commerce / Pagina di prodotto,0,0,0,10,0,8,0,0,0,0,0,1,19,0,9,0,3,1,4,0,0,2,0,22,0,30,0,0,3,0,4,0,0,1,0,0,3,0,0,0,19,146,0,0,0,0,6,0,118,0,4,0,1,4,3,1,6,9,0,1,37,1,22,29,3,147,0,5,0,0,2,1,0,142,3,0,0,2,2,17,11,0,6,20,0,4730,0
E-commerce / Pagina di prodotto,0,0,25,6,0,13,1,0,13,6,1,0,144,0,4,0,43,0,0,1,0,14,0,74,0,1,0,0,0,0,1,3,0,3,0,0,3,0,0,0,15,187,0,0,2,0,7,0,190,0,1,1,1,5,1,4,0,0,0,0,80,4,17,16,2,185,1,23,0,0,6,1,0,109,3,0,2,1,1,2,0,0,2,42,0,4526,901
E-commerce / Pagina di prodotto,0,0,0,22,0,15,0,1,13,1,0,0,48,0,10,0,31,1,0,0,0,14,0,38,0,5,0,0,3,0,7,0,0,0,0,0,2,0,3,0,14,225,0,0,0,13,1,0,275,0,0,0,0,13,0,7,9,0,0,0,6,2,19,74,5,190,0,4,0,0,6,0,0,216,0,0,0,0,0,0,0,0,0,20,0,4693,832
E-commerce / Pagina di prodotto,0,0,11,37,0,15,0,0,22,6,69,4,31,0,19,0,30,1,20,8,3,32,0,112,0,32,0,0,2,0,13,0,1,9,0,0,4,0,3,0,55,656,0,0,0,2,17,3,589,3,11,0,0,7,6,5,41,0,0,2,82,5,88,47,30,599,0,15,0,0,0,5,2,192,3,0,0,6,6,180,32,0,42,104,0,12590,1320
E-commerce / Pagina di prodotto,0,0,6,13,0,5,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,0,5,0,0,0,0,5,0,0,0,0,0,0,0,2,0,12,172,0,0,0,5,1,0,168,0,0,0,0,0,2,4,0,0,0,0,2,1,14,11,0,139,0,8,0,0,0,1,0,33,9,0,5,0,0,0,0,0,0,27,0,4181,915
E-commerce / Pagina di prodotto,0,0,0,9,0,9,0,0,5,0,0,0,0,0,2,0,0,1,0,1,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,110,0,0,0,3,1,0,151,0,0,0,0,2,2,7,0,0,0,1,0,4,17,7,0,71,0,16,0,0,0,1,0,27,0,0,1,0,0,0,0,0,0,17,0,3777,1212
E-commerce / Pagina di prodotto,0,0,0,25,1,36,0,1,10,1,0,0,0,0,7,0,0,0,0,4,0,14,1,49,0,0,0,0,0,0,0,3,0,2,0,0,2,0,2,0,22,604,0,0,1,1,3,0,96,0,0,0,0,3,1,0,6,8,0,0,0,2,22,17,4,568,0,38,0,0,7,0,0,104,4,3,3,0,0,0,0,0,0,53,0,9983,0
E-commerce / Pagina di prodotto,0,0,5,37,2,0,0,1,7,4,15,0,1,0,13,1,0,1,10,2,0,33,0,26,0,0,0,0,3,0,3,0,1,7,0,0,24,0,5,18,69,236,0,0,0,0,1,0,747,0,0,0,0,3,9,2,0,0,0,0,21,2,69,7,3,209,0,2,0,0,1,0,0,212,0,0,1,2,2,30,6,0,13,33,0,9485,2480
E-commerce / Pagina di prodotto,0,0,0,18,1,39,0,14,13,5,0,1,0,0,19,0,16,0,3,3,0,6,7,56,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,10,89,0,0,0,2,5,0,124,0,1,0,0,6,2,3,6,3,0,0,11,0,12,25,8,68,0,31,0,0,8,0,0,71,22,7,0,0,0,0,0,0,0,14,0,2244,0
E-commerce / Pagina di prodotto,0,5,2,9,0,6,0,0,7,5,0,0,15,3,19,0,0,0,4,0,0,1,0,9,2,0,0,0,5,0,4,3,3,1,0,0,1,0,1,0,23,218,0,0,1,2,9,0,240,0,1,0,0,5,0,0,0,0,0,0,3,5,37,47,0,262,0,5,0,0,1,3,0,363,0,0,0,0,0,0,0,0,0,35,0,7595,0
E-commerce / Pagina di prodotto,0,0,2,61,0,26,0,1,8,1,0,0,1,0,7,0,5,0,1,2,0,21,2,99,0,0,0,0,1,0,4,0,1,15,0,0,2,0,18,0,18,392,0,1,1,0,7,0,215,0,0,0,0,5,3,19,2,0,0,2,54,8,24,33,4,306,0,22,0,0,0,4,0,107,17,0,0,1,1,8,0,0,4,27,0,8084,1379
E-commerce / Pagina di categoria,0,0,0,0,0,48,0,0,3,0,0,0,0,1,1,0,17,0,0,0,91,86,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,79,407,0,0,0,0,0,68,830,25,0,0,0,3,46,26,9,0,0,0,0,6,81,400,216,463,0,126,0,0,0,1,0,756,91,0,0,0,0,0,0,0,0,79,0,32262,11253
E-commerce / Pagina di prodotto,4,30,2,71,0,6,0,0,882,12,0,0,14,7,14,0,163,0,0,1,167,43,0,22,0,0,0,0,0,0,26,0,1,0,3,0,0,0,0,0,92,232,16,0,0,0,70,65,697,28,0,0,0,3,24,21,30,0,0,0,0,8,97,24,3,375,14,123,0,0,0,2,0,613,63,2,10,3,3,27,0,0,11,101,0,32975,21643
E-commerce / Pagina di categoria,0,0,7,34,0,55,0,0,52,0,0,0,1,7,13,0,0,1,7,14,0,80,0,169,0,0,0,0,0,0,1,0,1,6,18,0,1,0,16,0,49,1078,0,40,0,32,37,0,1228,0,3,0,0,69,1,5,0,15,0,5,84,2,53,182,75,871,0,16,0,1,44,0,0,1006,10,0,0,0,0,0,0,0,0,161,0,22710,3170
E-commerce / Pagina di prodotto,0,0,7,9,0,25,0,0,47,6,0,0,1,4,14,0,8,1,8,7,6,6,0,18,0,0,0,0,0,0,9,0,2,7,9,0,1,0,18,0,25,911,0,9,0,28,12,0,988,0,3,0,0,6,0,9,0,3,0,5,46,2,39,22,9,774,0,10,0,1,24,0,0,772,10,0,0,0,0,0,0,0,0,146,0,23273,4589
E-commerce / Pagina di categoria,0,1,3,95,0,25,0,0,43,0,0,0,0,393,6,0,0,0,2,2,0,33,0,416,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,64,742,0,0,1,0,4,0,549,0,9,0,0,3,17,0,12,1,0,0,0,6,64,82,69,724,1,144,0,0,0,1,0,1207,2,0,0,0,0,0,0,0,0,137,0,17595,388
E-commerce / Pagina di prodotto,0,1,0,41,0,14,0,0,65,0,0,0,0,1,5,0,0,0,2,2,0,27,0,480,0,0,0,0,0,0,4,6,0,0,0,0,6,0,0,0,72,659,0,0,0,0,4,0,568,0,9,0,0,4,20,0,7,1,0,0,0,15,72,25,7,655,0,91,0,0,4,1,0,1130,7,0,0,0,0,0,0,0,0,128,0,16395,418
E-commerce / Pagina di categoria,0,0,0,24,12,13,0,0,16,0,0,0,16,126,0,0,6,1,0,17,0,13,0,135,0,0,0,0,0,0,37,24,0,0,3,0,0,0,0,0,144,605,0,0,0,0,17,0,931,0,12,0,0,16,1,0,0,0,0,0,245,5,179,67,2,470,1,5,0,0,1,2,0,204,0,0,0,8,8,16,0,0,8,128,0,11747,0
E-commerce / Pagina di prodotto,0,0,0,18,0,1,0,0,20,0,0,0,16,1,0,0,8,1,0,0,0,4,0,28,0,2,0,0,0,0,1,2,0,1,1,0,0,0,3,0,132,523,0,0,0,0,5,3,493,1,0,0,0,3,0,0,0,0,0,0,243,5,157,41,2,465,1,5,0,0,1,0,0,71,0,0,0,9,9,98,0,0,49,125,0,10565,1423
